Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,47,36,39,35,20,51,32,26
09:11,34,27,28,25,22,30,24,29
09:22,19,43,33,37,31,50,23,53
09:33,52,49,42,6,8,45,40,41
09:44,38,48,28,35,7,29,44,51
09:55,33,30,4,27,3,47,31,2
10:06,12,32,52,16,45,5,40,34
10:17,39,10,,,53,9,15,1
10:28,38,17,36,14,18,46,41,11
10:39,5,43,13,37,,,,
10:50,4,3,42,20,9,44,23,21
11:01,12,22,11,48,2,46,50,14
11:12,25,18,26,6,10,24,17,8
11:23,1,16,15,19,7,13,21,49

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,34,28,18,14,23,29,31,16
14:07,25,21,3,8,43,22,5,17
14:15,33,36,7,24,39,40,41,20
14:22,2,6,32,35,4,1,12,42
14:30,52,3,10,13,43,44,11,9
14:37,19,27,18,37,39,29,17,46
14:45,36,2,15,33,38,41,25,26
14:52,6,49,30,8,20,46,7,32
15:00,31,10,40,28,53,5,23,1
15:07,16,27,15,44,22,13,9,52
15:15,48,49,4,34,7,45,50,35
15:22,38,36,42,51,14,1,21,47
15:30,47,,11,16,2,30,25,8
15:37,12,29,50,53,43,24,40,52
15:45,26,47,28,14,17,45,37,51
15:52,39,48,10,6,19,3,5,20
16:00,46,32,23,44,53,41,42,27
16:07,31,18,49,34,22,9,33,38
16:15,30,45,12,51,19,13,50,4
16:22,37,48,11,15,35,24,21,26

